number,priority,category,assignment_group,updated_by
INC0404554,0,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0452400,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0411855,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0427450,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0407089,1,Change/Enhancements,Cloud Infrastructure Solutions App Automation and Integration,system
INC0428910,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0402457,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0440612,1,Service,Cloud Infrastructure Solutions App Automation and Integration,ERI300909
INC0407975,1,Change/Enhancements,Cloud Infrastructure Solutions App Automation and Integration,system
INC0407517,1,Change/Enhancements,Cloud Infrastructure Solutions App Automation and Integration,system
INC0438797,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0452637,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0401587,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0402090,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0404111,1,Change/Enhancements,Cloud Infrastructure Solutions App Automation and Integration,system
INC0419733,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0450865,1,Change/Enhancements,Cloud Infrastructure Solutions App Automation and Integration,system
INC0438496,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0416700,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0449465,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0403012,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0456197,0,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0414412,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0432311,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0427457,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0443337,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0451713,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,MichaelMes
INC0394650,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0418957,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0426427,0,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0427422,0,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0424104,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,JUA15221
INC0403056,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0444404,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0417722,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0420062,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0394832,0,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0404268,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0449829,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0395883,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0441091,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0444554,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0433976,1,Service,Cloud Infrastructure Solutions App Automation and Integration,MichaelMes
INC0402333,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0405580,1,Change/Enhancements,Cloud Infrastructure Solutions App Automation and Integration,system
INC0436636,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0441634,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,ERI300909
INC0432463,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0405433,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0451441,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0449271,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0401534,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0459470,0,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0412236,0,Information,Cloud Infrastructure Solutions App Automation and Integration,system
INC0392639,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0396717,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0457867,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0441627,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0400507,0,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0407560,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0460364,1,Service,Cloud Infrastructure Solutions App Automation and Integration,JUA15221
INC0444599,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0439457,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0451696,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0412517,0,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0425737,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0404530,0,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0437633,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0459001,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,MelissaRiv
INC0410110,1,Change/Enhancements,Cloud Infrastructure Solutions App Automation and Integration,system
INC0403440,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0416141,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0463207,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,MelissaRiv
INC0440492,0,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0449391,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0436982,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0438227,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0431362,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0399049,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0431310,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0398032,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0449435,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0445893,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0432617,0,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0420662,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0398270,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0413101,0,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0452674,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0419557,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0455823,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0440527,0,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0446791,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0432214,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0460810,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,JUA15221
INC0423833,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0404744,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0417608,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0411888,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0405543,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0438305,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0421270,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0398112,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0434241,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,ZeevZ
INC0424547,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0397969,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0404062,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0427959,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0395158,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0426147,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0418198,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0399076,0,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0422367,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0422429,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0403065,1,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0426787,0,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0416435,0,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0455331,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0439331,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0398455,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0403322,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0399081,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0440494,0,Service,Cloud Infrastructure Solutions App Automation and Integration,system
INC0443034,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0424648,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0436546,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0451475,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0445131,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0429157,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0452602,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0404419,0,Change/Enhancements,Cloud Infrastructure Solutions App Automation and Integration,system
INC0406278,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0420753,0,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
INC0431887,1,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0456090,0,Business Application,Cloud Infrastructure Solutions App Automation and Integration,system
INC0433612,1,Failure,Cloud Infrastructure Solutions App Automation and Integration,system
